abovementioned	ดังกล่าวข้างต้น
wig	ผมปลอม
bedspread	ผ้าคลุมเตียง
table napkin	ผ้าเช็ดปาก
hand towel	ผ้าเช็ดมือ
curtain	ผ้าม่าน
road surface	ผิวจราจร
road surface	ผิวถนน
continuity girl	ผู้กำกับบท
stage director	ผู้กำกับเวที
meeting	ผู้เข้าประชุม
forward	ผู้เล่นกองหน้า
back	ผู้เล่นกองหลัง
leading man	ผู้แสดงนำฝ่ายชาย
leading lady	ผู้แสดงนำฝ่ายหญิง
actor	ผู้แสดงฝ่ายชาย
actress	ผู้แสดงฝ่ายหญิง
newsreader	ผู้อ่านข่าว
director	ผู้อำนวยการแสดง
conductor	ผู้อำนวยเพลง
men's wear department	แผนกเครื่องแต่งกายบุรุษ
ladies's wear department	แผนกเครื่องแต่งกายสตรี
reception	แผนกต้อนรับ
mouse mat	แผ่นรองเม้าส์
cashier	พนักงานเก็บเงิน
porter	พนักงานขนกระเป๋า
fireman	พนักงานดับเพลิง
usherette	พนักงานเดินตั๋ว
page	พนักงานบริการ
counter clerk	พนักงานไปรษณีย์
typist	พนักงานพิมพ์ดีด
porter	พนักงานยกกระเป๋า
porter	พนักงานยกสินค้า
company messenger	พนักงานส่งเอกสาร
filing clerk	พนักงานสารบรรณ
foot scraper	พรมเช็ดเท้า
ventilators	พัดลมระบายอากาศ
suspension file	แฟ้มแขวน
document file	แฟ้มเอกสาร
street lamp	ไฟถนน
blind	ม่านบังตา
draw curtain	ม่านรูด
roundabout	ม้าหมุน
bluebottle	แมลงวันหัวเขียว
swab	ไม้ถูพื้น
standing timber	ไม้ยืนต้น
nail varnish	ยาทาเล็บ
cabin	รถกระเช้า
refuse collection vehicle	รถขนขยะ
transport vehicle	รถขนของ
trailer	รถเทรลเลอร์
tractor	รถแทรกเตอร์
minibus	รถมินิบัส
taxi	รถรับจ้าง
sunshade	ร่มกันแดด
toe post sandal	รองเท้าคีบ
high-heeled shoe	รองเท้าส้นสูง
refreshment stall	ร้านขายเครื่องดื่ม
bookshop	ร้านขายหนังสือ
pergola	ร้านต้นไม้
bakery	ร้านเบเกอรี่
television programmes	รายการโทรทัศน์
clothes rack	ราวแขวนเสื้อผ้า
clothes line	ราวตากผ้า
triangle	รูปสามเหลี่ยม
quadrilateral	รูปสี่เหลี่ยม
rhombus	รูปสี่เหลี่ยมขนมเปียกปูน
trapezium	รูปสี่เหลี่ยมคางหมู
square	รูปสี่เหลี่ยมจัตุรัส
rhomboid	รูปสี่เหลี่ยมด้านขนาน
irregular quadrilateral	รูปสี่เหลี่ยมด้านไม่เท่า
rectangle	รูปสี่เหลี่ยมผืนผ้า
hexagon	รูปหกเหลี่ยม
polygon	รูปหลายเหลี่ยม
break-bulk carrier	เรือขนส่งสินค้า
harbour	เรือข้ามฟาก
slaughterhouse	โรงฆ่าสัตว์
mill	โรงสี
dimple	ลักยิ้ม
parentheses	วงเล็บ
rope bridge	สะพานแขวน
wild animal	สัตว์ป่า
poultry	สัตว์ปีก
domestic animal	สัตว์เลี้ยง
bathing gown	เสื้อคลุมอาบน้ำ
ready-made dress	เสื้อสำเร็จรูป
lecture room	ห้องบรรยาย
bathing cap	หมวกกันน้ำ
liquefied petroleum gas	แก๊สหุงต้ม
gasoline	น้ำมันเบนซินธรรมดา
gasoline	น้ำมันเบนซินพิเศษ
diesel oil	น้ำมันดีเซลหมุนรอบช้า
racehorses	ม้าแข่ง
racing cars	รถแข่ง
pamphlet	เอกสารแผ่นพับ
polling station	หน่วยเลือกตั้ง
elector	ผู้มีสิทธิ์ลงคะแนนเสียงเลือกตั้ง
swivel chair	เก้าอี้ล้อเลื่อน
desk drawer	ลิ้นชักโต๊ะ
confidential documents	เอกสารลับ
patent	สิทธิบัตร
conference table	โต๊ะประชุม
ashtray	ที่เขี่ยบุหรี่
paper clip	คลิปหนีบกระดาษ
punch	ที่เจาะรูกระดาษ
forestry office	ที่ทำการป่าไม้
braces	วงเล็บปีกกา
single quotation marks	อัญประกาศเดี่ยว
dashed line	เส้นประ
do	กระทำการ
lust for blood	กระหายเลือด
hungry for blood	กระหายเลือด
be habitual	กลายเป็นนิสัย
beg	ขอความกรุณา
microbe	เชื้อจุลินทรีย์
as long as	ตราบเท่าที่
on one's own	ตามอัตภาพ
vacancy	ตำแหน่งงาน
warn	เตือนภัย
cautionary	เตือนภัย
obstructive	ถ่วงความเจริญ
retard	ถ่วงความเจริญ
redeem a mistake	ไถ่โทษ
out of the topic	นอกทาง
the assured	ผู้เอาประกันภัย
air pollution	มลพิษทางอากาศ
bun	มวยผม
shadow	แรเงา
shuttle cock	ลูกขนไก่
blow a kiss	ส่งจูบ
respond immediately	สวนตอบ
roar	เสียงคำราม
building to a climax	หักมุม
culminate	หักมุม
bend sharply	หักมุม
explain	ให้เหตุผล
important document	เอกสารสำคัญ
actually	ตามความเป็นจริง
contempt	คำปรามาส
deposit	จ่ายล่วงหน้า
stagger	เดินโซเซ
belt	คาดเข็มขัด
still water	น้ำนิ่ง
agency	บริษัทตัวแทน
have no aim	ไม่มีจุดหมาย
adrift	ไม่มีจุดหมาย
be immoral	ไร้ศีลธรรม
appreciate	เห็นคุณค่า
authorize	ให้อำนาจ
affectionately	ด้วยเสน่หา
achieve	บรรลุเป้าหมาย
personal property	สมบัติส่วนตัว
fall into line	จัดแถว
government sector	หน่วยงานราชการ
look up at	เเหงนมอง
be henpecked	กลัวเมีย
exaggerate	กล่าวเกินจริง
attack verbally	กล่าวโจมตี
dare	กล้าเสี่ยง
handful	กอบมือ
share	กั้นแบ่ง
hold one's hand	กุมมือ
keep in reserve	เก็บสำรอง
have an idea	เกิดขึ้นในใจ
over the limit	เกินขอบเขต
be over the limit	เกินขอบเขต
be powered by	ขับเคลื่อนด้วย
lose contact with	ขาดการติดต่อ
get along well with	เข้ากันได้ดี
easily understood	เข้าใจง่าย
be hard to understand	เข้าใจยาก
start work	เข้าทำงาน
start employment	เข้าทำงาน
seize	เข้ายึดครอง
forlorn hope	ความหวังลมๆ แล้งๆ
seize the opportunity	คว้าโอกาสที่ดี
think hard	คิดหนัก
blabber on	คุยจ้อ
be absorbed in	ง่วนอยู่กับ
be bogged down in	จมอยู่กับ
watch attentively for a mistake	จ้องจับผิด
set the scene	จัดฉาก
arrange the scenery	จัดฉาก
arrest	จับได้
be colic	จุกเสียด
try to make time	เจียดเวลา
inform the police	แจ้งตำรวจ
inform	แจ้งให้ทราบ
shine	ฉายแวว
achieve a decisive victory	ชนะขาดลอย
masturbate	ช่วยตัวเอง
help oneself	ช่วยตัวเอง
glance at	ชายตามอง
keep right	ชิดขวา
on the right hand side	ชิดขวา
hold up and wait for	ดักรอ
insult in turn	ด่ากลับ
